,Freq (GHz),amp 0.1,amp 0.15,amp 0.2,amp 0.25,amp 0.3,amp 0.35,amp 0.4,amp 0.44999999999999996,amp 0.5,amp 0.5499999999999999,amp 0.6,amp 0.6499999999999999,amp 0.7,amp 0.7499999999999999,amp 0.7999999999999999,amp 0.8499999999999999,amp 0.8999999999999999,amp 0.95,amp 0.9999999999999999
37,4.974452361343915,(-5.10931524124672-1.12052987232256j),(-5.52638575804416+1.13091027140608j),(-11.33365231091712+0.30628630233088j),(-8.0153015222272+2.0120093065216j),(-6.09110852632576+1.3015780950016j),(-3.50444937281536+0.04884508704768j),(-0.9516380848128-0.97853850517504j),(0.5838106263552-1.54671855435776j),(0.25918766579712-1.41671190757376j),(-1.65649909284864-0.43562414637056j),(-4.23888341172224+0.5736708964352j),(-2.39120391602176+0.13053616717824j),(-3.41707128307712+0.53450754752512j),(-3.10626933014528+0.38058619568128j),(-2.68334490714112-0.06334514724864j),(-1.44040972517376-0.72178871566336j),(-0.51420652896256-1.19581989404672j),(0.39004791635968-1.2865423540224j),(0.25577094381568-1.73378233171968j)
38,4.974722631614186,(-4.69084382691328-1.22246295191552j),(-5.78088035418112+1.0227638337536j),(-11.11603101564928+0.31771404009472j),(-8.09432019632128+2.05502172626944j),(-6.25203155566592+1.4236742844416j),(-3.45619675742208+0.11645151608832j),(-1.0764773490688-1.05409251639296j),(0.56227400777728-1.51590753271808j),(0.08921130467328-1.39831292198912j),(-1.38071018307584-0.59497275981824j),(-4.29907972718592+0.68487145848832j),(-1.91030364209152-0.09883802927104j),(-3.34629189976064+0.39075650207744j),(-3.13144857591808+0.3450221887488j),(-2.835399835648+0.17366883762176j),(-1.14336752205824-0.61558633791488j),(-0.54818815082496-1.12271762128896j),(0.43884545572864-1.18594314698752j),(0.23470205304832-1.59669871968256j)
39,4.974992901884455,(-4.78117571330048-1.41269980413952j),(-5.01659125940224+0.70686009720832j),(-10.210043232256+0.24767893602304j),(-7.6946956353536+1.88479875055616j),(-5.64893828775936+1.22721904099328j),(-3.51457811365888+0.05968850583552j),(-0.9666630044876799-0.9096812036096j),(0.39238334676992-1.59368603500544j),(0.49098862362624-1.40677761466368j),(-1.06003794231296-0.68043065524224j),(-3.83660603736064+0.44716007620608j),(-2.05390302150656-0.12968088567808j),(-3.31650563047424+0.39343196471296j),(-3.28373536555008+0.3687229423616j),(-2.90775392845824+0.04053137096704j),(-1.40750239039488-0.55272949153792j),(-0.85899564023808-1.00656434118656j),(0.06437529452544-1.14490725105664j),(0.16077895499776-1.6050376671232j)
40,4.975263172154726,(-3.95860860993536-1.28114285871104j),(-4.92724486668288+0.80745225781248j),(-9.89954863792128+0.14566970884096j),(-7.01447951876096+1.61935853092864j),(-5.7372944891904+1.15325844586496j),(-3.40953428656128+0.19383550214144j),(-0.96796223209472-1.05777603805184j),(0.47609305628672-1.49365322678272j),(0.26730311974912-1.40167021068288j),(-1.28759126556672-0.60614290440192j),(-3.14807546806272+0.085439021056j),(-1.83919592865792-0.17089007976448j),(-3.30546857115648+0.31890773901312j),(-3.10758231506944+0.22618430242816j),(-2.88917383282688+0.29930056318976j),(-1.60291769810944-0.41970302976j),(-0.95401365471232-0.88000348291072j),(-0.07596982403072-1.04873504800768j),(-0.0696915329024-1.34707983417344j)
41,4.975533442424997,(-3.6412615294976-1.10445562167296j),(-4.18349813071872+0.45352560361472j),(-8.79575680679936-0.0052749549568j),(-6.32233882812416+1.38884763615232j),(-5.07829483995136+0.8546989113344j),(-3.12421591810048-0.19060486045696j),(-0.9885588652032-1.01946719469568j),(0.42439922417664-1.43735593631744j),(0.50548585791488-1.3223579353088j),(-0.75029773549568-0.88005364678656j),(-2.86917539135488-0.02897221255168j),(-1.48739683516416-0.26207336792064j),(-2.74395125776384+0.2119238156288j),(-2.888273231872+0.24430801584128j),(-2.88240221290496+0.18405092491264j),(-1.77306198867968-0.41964762300416j),(-1.33455522299904-0.78675143819264j),(-0.32698747846656-0.93927688372224j),(-0.06069892939776-1.33853209427968j)
42,4.975803712695266,(-3.5054197669888-1.33991957004288j),(-3.75419366801408+0.14894645641216j),(-7.25688009097216-0.12413854285824j),(-5.33453493764096+0.99039949357056j),(-4.05069841301504+0.38692861247488j),(-2.56306720014336-0.30099218890752j),(-0.4983363731456-1.15926041100288j),(0.39760936566784-1.53250372255744j),(0.540602793984-1.48135787626496j),(-0.52571473444864-0.92869180260352j),(-2.55862929096704-0.1224990523392j),(-1.10255828631552-0.53436892577792j),(-2.3030898098176-0.05409882505216j),(-2.40203109236736-0.05881103122432j),(-2.40813128810496-0.0407153672192j),(-1.54419861651456-0.37000191148032j),(-0.92942706409472-0.85644491620352j),(-0.13163635408896-1.01796068458496j),(0.02288009084928-1.40281441681408j)
43,4.976073982965537,(-2.17200422027264-1.35036103819264j),(-2.75933378379776-0.0917128609792j),(-6.00477968367616-0.29159684308992j),(-4.01196116344832+0.44389372002304j),(-3.03236032495616-0.01228908396544j),(-1.89455218507776-0.56930768781312j),(-0.1511943307264-1.27440135389184j),(0.58921997828096-1.71732438614016j),(0.44318207246336-1.45569896988672j),(-0.7183035006976-0.92595116048384j),(-2.43926594224128-0.16254341480448j),(-0.99427729539072-0.596383891456j),(-1.97739304452096-0.18712914558976j),(-2.03538147835904-0.34523114897408j),(-2.06181029117952-0.41032964112384j),(-0.90327599808512-0.7290866368512j),(-0.38606844461056-1.12445414703104j),(0.23661335543808-1.20585803792384j),(0.09168052289536-1.4668160565248j)
44,4.9763442532358075,(-1.82061415530496-1.39859117211648j),(-1.99554515337216-0.52176646832128j),(-4.68960868827136-0.54001735303168j),(-2.96688354852864-0.01098739154944j),(-2.10659472048128-0.52264035155968j),(-1.10229421293568-0.92738569633792j),(0.1496784044032-1.4261396963328j),(0.54391352590336-1.55397168037888j),(0.12419818586112-1.36354214182912j),(-0.97196175261696-0.8318902861824j),(-2.630180929536-0.10122492379136j),(-1.00205454163968-0.63398255525888j),(-1.85849895452672-0.37307658797056j),(-1.6326009552896-0.51685992955904j),(-1.41527175135232-0.68879011282944j),(-0.2372983062528-1.05884902490112j),(-0.04425209872384-1.39106113814528j),(0.49242907344896-1.34347692703744j),(0.3420739076096-1.559354146816j)
45,4.976614523506078,(-1.31061631680512-1.34806037856256j),(-1.81478877036544-0.7613911662592j),(-3.90078861934592-0.56685049675776j),(-2.2385034002432-0.34414461452288j),(-1.34722436988928-0.87066402619392j),(-0.32447014109184-1.32184992120832j),(0.66973287317504-1.52280548507648j),(0.64507393081344-1.57267039092736j),(0.09234496356352-1.18807326621696j),(-0.97981223141376-0.73900599803904j),(-2.39374331543552-0.16462704017408j),(-1.00323213443072-0.61163622629376j),(-1.586046697472-0.4681822633984j),(-1.36499832029184-0.59131104854016j),(-0.84822324150272-0.92751513255936j),(-0.34609358176256-1.196704137216j),(-0.0271466496-1.64532932575232j),(0.81608052834304-1.483969921024j),(0.3378078810112-1.8421324447744j)
46,4.976884793776348,(-0.85209903005696-1.46006540812288j),(-1.1942534053888-0.9768961835008j),(-3.08860795486208-0.79831387602944j),(-1.22466722643968-0.71967361204224j),(-1.00687513911296-1.0750592548864j),(0.03078241386496-1.50396316155904j),(0.81204510457856-1.55041138737152j),(0.42217301344256-1.58164922138624j),(-0.11909968429056-1.14909576691712j),(-1.36451874357248-0.61049189433344j),(-2.51395911450624-0.15725591789568j),(-0.68741316476928-0.69571788668928j),(-1.148584984576-0.66729275293696j),(-0.90448714530816-0.81097438265344j),(-0.7670488629248-1.07170163064832j),(0.06875959001088-1.28774335102976j),(0.20993034682368-1.57464255266816j),(0.8336909008896-1.62498359590912j),(0.522052435968-1.54833218699264j)
47,4.9771550640466184,(-0.61288147320832-1.35165623926784j),(-0.80358997491712-1.17617771675648j),(-2.0722646777856-0.73849043419136j),(-0.5250106785792-0.93847065460736j),(-0.38154056761344-1.19538301534208j),(0.18068921122816-1.59417794297856j),(0.904247902208-1.6519366967296j),(0.37664925417472-1.48149662384128j),(-0.41960857403392-1.14538624057344j),(-1.39551725060096-0.63464106098688j),(-2.65870622326784-0.03802981728256j),(-0.67320609243136-0.79611220197376j),(-1.40707683631104-0.64898251882496j),(-0.71260629368832-0.86596590239744j),(-0.70973646700544-1.17393728733184j),(0.16661181628416-1.35434361372672j),(0.42151400439808-1.61977443811328j),(0.83862659006464-1.4766542159872j),(0.31831525163008-1.63016540684288j)
48,4.977425334316889,(-0.38614423568384-1.48011485233152j),(-0.4039982972928-1.24550511591424j),(-1.53322010968064-0.93174794027008j),(-0.24592015949824-1.1107007725568j),(-0.0906425270272-1.35345903501312j),(0.51867417575424-1.542300106752j),(0.80177660952576-1.65488713793536j),(0.28315039563776-1.52041439625216j),(-0.27984272556032-1.11823449751552j),(-1.5841785544704-0.56734349524992j),(-2.75193184387072-0.13394591612928j),(-0.56012702744576-0.82487598383104j),(-1.2201217753088-0.64856057184256j),(-0.71732949942272-0.96195288498176j),(-0.69204921286656-1.18065261969408j),(-0.1070423605248-1.32332027641856j),(0.24356977639424-1.59227339341824j),(0.73581924974592-1.51541763801088j),(0.27789463912448-1.53483642667008j)
49,4.977695604587159,(0.01769521020928-1.42370062467072j),(-0.1673933094912-1.29428688470016j),(-1.12912609837056-0.9393399660544j),(0.03146044932096-1.24112492036096j),(0.05738970218496-1.54992887463936j),(0.36534795370496-1.58093518307328j),(0.70391292755968-1.59329042825216j),(0.02773916581888-1.45347045228544j),(-0.50581322334208-1.1344346611712j),(-1.2523684233216-0.53231661088768j),(-2.12942733705216-0.32114678431744j),(-0.65225441148928-0.78632991064064j),(-0.86358504767488-0.7762727246233599j),(-0.89274099695616-0.95549986439168j),(-0.67624264269824-1.20623099543552j),(-0.08448482213888-1.4735479144448j),(0.1824208715776-1.59186654593024j),(0.65623358963712-1.4157982203904j),(0.14466849701888-1.43843471130624j)
50,4.977965874857429,(0.05659106476032-1.6003366912j),(0.17990865125376-1.38707529105408j),(-0.97333027012608-0.99834862239744j),(0.24299352096768-1.25331147063296j),(0.25417067003904-1.56906194731008j),(0.36987331411968-1.68373472198656j),(0.76738927263744-1.54404426612736j),(0.30368122011648-1.42501495177216j),(-0.15332638982144-1.2020548108288j),(-0.8509789831168-0.82005454749696j),(-1.50165109342208-0.62939344142336j),(-0.25526536241152-0.99074476867584j),(-0.50245618630656-1.11580884762624j),(-0.497356374016-1.08788191330304j),(-0.43889285136384-1.24828333899776j),(0.04960904282112-1.37635783770112j),(0.3754034200576-1.60825989922816j),(0.56732692774912-1.34790946750464j),(0.3392795574272-1.70128402546688j)
51,4.9782361451277,(0.20227479830528-1.57870767210496j),(0.14118481297408-1.5392751747072j),(-0.63781933678592-1.14531711844352j),(0.37495412621312-1.39432011235328j),(0.43826903252992-1.62683697496064j),(0.42614652928-1.65967250325504j),(0.89248908705792-1.61452249841664j),(0.37947873165312-1.59478141943808j),(-0.02238290853888-1.26524518825984j),(-0.18804904034303999-1.1030017081344j),(-0.88156066021376-0.79697580916736j),(0.11998485020672-1.14026717642752j),(-0.51425405042688-1.12770817196032j),(0.0695682727936-1.24885426765824j),(-0.29085080223744-1.56867187703808j),(0.31839722930176-1.5567092187136j),(0.3643596079104-1.63471891103744j),(0.76943089205248-1.48008062681088j),(0.4651948703744-1.54187379769344j)
52,4.978506415397971,(0.18435218079744-1.56502081929216j),(0.35389997842431997-1.59133202382848j),(-0.30880336707584-1.1947592384512j),(0.4909640450048-1.43156226031616j),(0.29897252667392-1.71717590777856j),(0.46650030555136-1.76388233494528j),(0.7375020883968-1.58402604957696j),(0.54478988378112-1.46831040315392j),(0.12438280863744-1.4052231217152j),(0.13806938882048-1.26439332511744j),(-0.2638879916032-1.0748151463936j),(0.6481959190528-1.39533765050368j),(0.13175301865472-1.45596237217792j),(0.3655904264192-1.42467454205952j),(0.25508999856128-1.58252666978304j),(0.41563921055744-1.3982442192896j),(0.47099869659136-1.78235287535616j),(0.83121483546624-1.4959287205887999j),(0.45929059057664-1.61352509292544j)
53,4.97877668566824,(0.53839126331392-1.54527068061696j),(0.21320544813056-1.80137622503424j),(-0.12435236847616-1.08628732280832j),(0.60040845197312-1.40135698006016j),(0.25338576896-1.85887493193728j),(0.43316993327104-1.65093979455488j),(0.67186685116416-1.59245592952832j),(0.53304218353664-1.56142646853632j),(0.28460338642944-1.35734774202368j),(0.25038101151744-1.24306453430272j),(0.08436311392256-1.26478113046528j),(0.6151741636608-1.41596901244928j),(0.44027026079743997-1.42761340698624j),(0.57549256654848-1.5562948214784j),(0.0811139334144-1.7807571943424j),(0.67642488520704-1.63467831017472j),(0.46521076678656-1.78753502183424j),(0.90525419962368-1.48578756460544j),(0.21432931188736-1.75339842043904j)
54,4.979046955938511,(0.36994528837632-1.49384431927296j),(0.3965926244352-1.70144173129728j),(-0.14875853062144-1.13407093112832j),(0.65467918057472-1.43402616225792j),(0.4586983129088-1.7561206915072j),(0.57336601247744-1.6070400278528j),(0.8360732655616-1.55032783683584j),(0.4733221732352-1.6206807433216j),(0.14331602272256-1.30519912153088j),(0.56810140598272-1.38537156476928j),(0.31688195309568-1.2557729398784j),(0.6855812186112-1.44148128595968j),(0.6006834724864-1.7285708251136j),(0.63793258299392-1.65207661871104j),(0.04108670468096-2.0382966874112j),(0.6512260939776-1.76177310334976j),(0.69086071488512-1.66909878206464j),(0.84052249935872-1.48834558672896j),(0.03843470393344-1.72214364143616j)
55,4.9793172262087815,(0.42545631461376-1.56497719853056j),(0.40631682465792-1.75076993400832j),(-0.1568981123072-1.19199091392512j),(0.69914723352576-1.45206536044544j),(0.52345085886464-1.62146860138496j),(0.5452054554214399-1.64066223980544j),(0.8202104078336-1.68072505720832j),(0.38461029482496-1.43936584679424j),(0.28160634650624-1.41362036998144j),(0.36296412102656-1.27872391970816j),(0.30582478209024-1.25165153288192j),(0.87157125414912-1.49386025762816j),(0.57249535885312-1.59259299938304j),(0.52842383540224-1.82525439770624j),(0.30344313044992-1.90432407453696j),(0.56714304946176-1.79479418765312j),(0.5632149159936-1.69399147298816j),(0.75368220327936-1.50697416851456j),(0.0690604212224-1.46801998954496j)
56,4.979587496479051,(0.60275306790912-1.54858770399232j),(0.27347820478464-1.72951504683008j),(-0.0356492640256-1.04065807679488j),(0.69971317096448-1.42153720266752j),(0.35459598123008-1.709363429376j),(0.38115980869632-1.62042187087872j),(0.65840917512192-1.55696742006784j),(0.21059407446016-1.55684947623936j),(0.31889035362304-1.40412429795328j),(0.44165274533888-1.3858089467904j),(0.15336861597696-1.30870807625728j),(0.78593396834304-1.48727973019648j),(0.71188470562816-1.6018919391232j),(0.7049446424576-1.6462299267072j),(0.46205295919104-1.72063587303424j),(0.71056651976704-1.58170861273088j),(0.53116682633216-1.6447095753932799j),(0.52433317265408-1.37757494083584j),(0.12533192720384-1.35719322386432j)
57,4.979857766749322,(0.51809519403008-1.49351213039616j),(0.67260878159872-1.50486711795712j),(-0.07903651037184-1.10372958765056j),(0.77744184492032-1.56711126040576j),(0.2145514422272-1.62623299518464j),(0.2059111759872-1.642904682496j),(0.46796776669184-1.6151157407744j),(0.4102190792704-1.3866863951872j),(0.3089037787136-1.35116491849728j),(0.12187870429184-1.19734796288j),(0.25762048507904-1.41684461535232j),(0.81366158934016-1.45490792415232j),(0.61482653974528-1.69526956130304j),(0.78561545289728-1.6578523430912j),(0.30243570057216-1.83149300547584j),(0.33802340532224-1.73679904292864j),(0.34949841289216-1.7465677447168j),(0.53476570693632-1.34597891325952j),(0.13502112595968-1.41266306203648j)
58,4.980128037019592,(0.63254114074624-1.47616230801408j),(0.25092744544256-1.7568957988864j),(-0.25241485049856-1.11368862695424j),(0.49347551035392-1.4820606738432j),(0.30669392576512-1.8819053518848j),(0.5270610640896-1.680821190656j),(0.68027236220928-1.47536606134272j),(0.47631048900608-1.50448073867264j),(0.37018914521088-1.4114806038528j),(0.3629348028416-1.34964616101888j),(0.40017439227904-1.237795733504j),(0.7249946738688-1.47478154313728j),(0.55848244084736-1.53369020727296j),(0.66931918897152-1.568761970688j),(0.32823859740672-1.83665770364928j),(0.69219496493056-1.65115756281856j),(0.47595191795712-1.73905926946816j),(0.69178799161344-1.47058019270656j),(0.03779205267456-1.479993720832j)
59,4.980398307289863,(0.62105654919168-1.58311353679872j),(0.5442883289088-1.61387540119552j),(-0.11979017158656-1.16315574501376j),(0.7539018170368-1.51089332617216j),(0.51192830885888-1.64733319643136j),(0.54396356395008-1.63093850095616j),(0.63986628296704-1.53313655914496j),(0.57331526139904-1.69450754015232j),(0.542288904192-1.46553041846272j),(0.53088727597056-1.36715234705408j),(0.40556407291904-1.49184564953088j),(0.93212316270592-1.445701091328j),(0.48856771330048-1.7217248821248j),(0.66536102428672-1.7514834690048j),(0.42596474814464-1.74206675320832j),(0.64725018738688-1.64314778435584j),(0.54229364375552-1.73950319460352j),(0.83430259818496-1.4424639275008j),(0.19242065854464-1.46365791338496j)
60,4.980668577560133,(0.7027331956736-1.57705427746816j),(0.28488283193344-1.6963266936832j),(-0.104394653696-1.08723204784128j),(0.6062830780416-1.49293163872256j),(0.30659378675712-1.8327413981184j),(0.68901618581504-1.73600262848512j),(0.63222459662336-1.58571551522816j),(0.6282184491008-1.57957371199488j),(0.6575643164672-1.51786224615424j),(0.7346243764224-1.4792672673792j),(0.4527839248384-1.46858219405312j),(0.86963558285312-1.50421448425472j),(0.55292427501568-1.73122682617856j),(0.69543305150464-1.72391028228096j),(0.59448055824384-1.79845027856384j),(0.56571803467776-1.7701917425664j),(0.54525310271488-1.72858726678528j),(0.966648659968-1.52297174728704j),(0.21725532127232-1.61076490534912j)
61,4.980938847830403,(0.53604689903616-1.56151538778112j),(0.52544151748608-1.68122753482752j),(-0.0090525597696-1.08492241240064j),(0.71730223644672-1.46232529911808j),(0.62853906169856-1.58119690764288j),(0.49512810807296-1.58957679149056j),(0.72049695391744-1.457298341888j),(0.68603269349376-1.56503793205248j),(0.7401734406144-1.62808889081856j),(0.910199619584-1.47532596379648j),(0.66746241253376-1.46081954398208j),(0.9735931691008-1.4953926885376j),(0.44469915222016-1.82310808846336j),(0.85114692304896-1.63941351161856j),(0.48417380237312-1.77597132570624j),(0.7264983318528-1.65045291974656j),(0.45033659039744-1.88064169197568j),(0.80411342405632-1.55989705752576j),(0.48735283314688-1.67992763613184j)
62,4.981209118100674,(0.49852180332544-1.4696656666624j),(0.37745590272-1.78757646155776j),(0.01021324099584-1.21284977491968j),(0.59648212205568-1.46940159328256j),(0.47078529040384-1.67768569675776j),(0.4320403652608-1.8521450872832j),(0.80388802215936-1.54218115629056j),(0.6270270570496-1.58790863290368j),(0.67212480086016-1.62687271043072j),(0.69385481879552-1.50842892091392j),(0.6823190986752-1.48549480218624j),(1.00526150647808-1.5475866075136j),(0.70678896181248-1.7421276545024j),(0.76995148906496-1.69194314268672j),(0.31862151970816-1.97040902504448j),(0.63927761240064-1.70192709615616j),(0.59251410075648-1.72004581834752j),(0.86086428655616-1.56552363245568j),(0.2749763682304-1.73141087223808j)
63,4.981479388370944,(0.54905511346176-1.50781688807424j),(0.59830102392832-1.65942201942016j),(0.04624459759616-1.2437352873984j),(0.80445609869312-1.54545690771456j),(0.60474729168896-1.70685926211584j),(0.5553375936512-1.67292633612288j),(0.77352721711104-1.60825788596224j),(0.64091804663808-1.63400755707904j),(0.6587869560832-1.6572945006592j),(0.687905701888-1.4637063995392j),(0.74301726261248-1.52427600805888j),(0.96637124870144-1.5338083188736j),(0.77773192298496-1.68068479188992j),(0.79152195567616-1.6058572341248j),(0.2413498990592-1.8188825788416j),(0.64242401148928-1.78035085017088j),(0.75679395741696-1.5949839204352j),(0.84971096113152-1.409130954752j),(0.16020823605248-1.72221276356608j)
64,4.981749658641214,(0.54688468697088-1.5361873281024j),(0.43487122685952-1.79993590104064j),(-0.22211884744704-1.08429100187648j),(0.76364535300096-1.53222572408832j),(0.60758612246528-1.6861404069888j),(0.6763887722496-1.65209138266112j),(0.92914596184064-1.63495597309952j),(0.77684289830912-1.53017638715392j),(0.66797088800768-1.51578405240832j),(0.72183166533632-1.48388569939968j),(0.47787861344256-1.4993588224j),(0.90766030405632-1.50231379345408j),(0.6583782211584-1.72956957278208j),(0.82135897604096-1.59408902373376j),(0.24621692747776-1.93999461679104j),(0.55953131044864-1.55956906295296j),(0.57835182358528-1.63205972230144j),(0.86155819220992-1.48763221950464j),(0.23145132064768-1.41964003508224j)
65,4.982019928911485,(0.63367033126912-1.5516047507456j),(0.54515470434304-1.49779954794496j),(-0.2318287241216-0.993079066624j),(0.66718965694464-1.50462082842624j),(0.42558042406912-1.67026614075392j),(0.26389216493568-1.82007996874752j),(0.89305800245248-1.6242546258739199j),(0.570054148096-1.57869408256j),(0.67577715884032-1.56555601248256j),(0.75413552365568-1.50944981450752j),(0.47841619738623997-1.46956315787264j),(0.83108883857408-1.47220221394944j),(0.59782857752576-1.58349807058944j),(0.76045826916352-1.665184825344j),(0.49599293161472-1.6433878663168j),(0.6870351740928-1.5746457403392j),(0.27586686091264-1.79280558424064j),(0.73236943470592-1.42454619635712j),(0.1036165054464-1.60972572459008j)
66,4.982290199181755,(0.50920746385408-1.4580625440768j),(0.49245168074752-1.6864935673856j),(-0.0206586642432-1.1204001005568j),(0.73725621829632-1.4582655483904j),(0.41932730400768-1.818989953024j),(0.5671749681152-1.64486778454016j),(0.75237232214016-1.5787553193984j),(0.611750772736-1.71341160382464j),(0.75594226204672-1.4590926651392j),(0.7900378431488-1.5019827789824j),(0.60976439230464-1.55482815725568j),(0.8457956622336-1.59539680772096j),(0.72667289878528-1.6093603168256j),(0.74180510875648-1.69337021267968j),(0.3712697237504-1.92490502094848j),(0.47754743119872-1.6588874973184j),(0.47914529325056-1.7077410725888j),(0.72209741643776-1.47234482028544j),(0.12287467323392-1.58842520338432j)
67,4.982560469452025,(0.60683605508096-1.57414779256832j),(0.32509244997632-1.73519732211712j),(-0.03940113186816-1.2108091621376j),(0.68579126935552-1.48123808694272j),(0.70398465015808-1.67879802617856j),(0.43059177848832-1.53600227540992j),(0.80222246404096-1.52041976496128j),(0.66071721672704-1.61665437925376j),(0.6344604123136-1.55143211319296j),(0.89860606001152-1.50926341963776j),(0.73648572465152-1.4085294915584j),(0.90731024744448-1.59264534429696j),(0.69276643885056-1.64010087415808j),(0.81017729712128-1.65784059904j),(0.372764573696-1.82045326180352j),(0.59492377034752-1.64544794066944j),(0.55519297404928-1.75213996146688j),(0.72800341590016-1.53028913004544j),(0.45035714248704-1.59546324549632j)
68,4.982830739722296,(0.66064847208448-1.44512345178112j),(0.47022589607936-1.82150754205696j),(-0.15465465249792-1.17007265562624j),(0.73406141693952-1.45707319164928j),(0.50332692381696-1.64089963741184j),(0.62132871757824-1.67198664425472j),(0.83816345501696-1.53237839675392j),(0.62139737833472-1.64154807681024j),(0.60664890523648-1.5501887537152j),(0.73520721690624-1.56933625479168j),(0.57880778637312-1.40070736625664j),(0.97211106983936-1.54157013008384j),(0.86017851785216-1.692846260224j),(0.87218974621696-1.675695751168j),(0.3634058231808-1.86554739851264j),(0.73427146768384-1.70162896502784j),(0.7362706407424-1.74354918801408j),(0.8990821974016-1.48614609371136j),(0.37541692571648-1.76694182805504j)
69,4.983101009992566,(0.55669189246976-1.64648695365632j),(0.33560423563264-1.90453647409152j),(-0.04210497683456-1.17014261661696j),(0.62130271289344-1.56408716722176j),(0.56464488005632-1.78439969570816j),(0.57150336401408-1.8084547002368j),(0.87747129769984-1.5951659532288j),(0.63827102138368-1.677037928448j),(0.59475222331392-1.56582226690048j),(0.81726499979264-1.44459429838848j),(0.65820893904896-1.4789040406528j),(0.96523970936832-1.54006169059328j),(0.7433300738048-1.72428726632448j),(0.772578213888-1.72753499979776j),(0.5370862895104-1.78238810750976j),(0.58659426009088-1.68310406643712j),(0.601207341056-1.82053496684544j),(0.83819323457536-1.49475532210176j),(0.25323489984512-1.74285679230976j)
70,4.983371280262836,(0.35867208974336-1.47885907771392j),(0.34095144894464-1.61460101578752j),(-0.07958058500096-1.14221249462272j),(0.74245287706624-1.4752449298432j),(0.41046247473152-1.70500772855808j),(0.44903228768256-1.64604353183744j),(0.781736476672-1.57516700844032j),(0.57582618148864-1.55346668617728j),(0.64316216705024-1.49817468649472j),(0.82892139003904-1.5492265803776j),(0.57799308476416-1.49580423364608j),(0.93795660070912-1.52335644884992j),(0.60833627373568-1.76220293562368j),(0.79775016157184-1.68654037581824j),(0.48688147726336-1.92515718250496j),(0.64315210072064-1.69539539042304j),(0.63823658614784-1.81703070973952j),(1.005926219776-1.53457050779648j),(0.39938762473472-1.63060044005376j)
71,4.983641550533107,(0.5700094787584-1.51796173504512j),(0.47533699104768-1.77663301910528j),(-0.10437560107008-1.19638142746624j),(0.79685073502208-1.46165471379456j),(0.4684223873024-1.64309124513792j),(0.5694099030016-1.6659718445465599j),(0.7343211282432-1.57675782406144j),(0.68191745212416-1.58004766834688j),(0.63806684266496-1.69970008850432j),(0.66746144784384-1.4239443976192j),(0.68904206467072-1.49105359716352j),(0.81399352655872-1.5416868995072j),(0.83540997832704-1.60164044865536j),(0.83507955105792-1.6260737794048j),(0.3410356076544-1.84275169181696j),(0.77243778859008-1.57299352010752j),(0.59476832944128-1.67285671067648j),(0.914408603648-1.59706999947264j),(0.47926483091456-1.56265456074752j)
72,4.983911820803377,(0.60710570688512-1.47253004075008j),(0.32735139725312-1.74864006643712j),(-0.13070812315648-1.12856339054592j),(0.67731168690176-1.4589223763968j),(0.5161170763776-1.62647995580416j),(0.57446861111296-1.7866929733632j),(0.7190937075712-1.58877198843904j),(0.64465395515392-1.56500605534208j),(0.68147075874816-1.53616820207616j),(0.73461800108032-1.49457127604224j),(0.73838406664192-1.51657543368704j),(0.89373496311808-1.53157342593024j),(0.77688425414656-1.50826265870336j),(0.753892589568-1.71338341810176j),(0.44914859573248-1.68723042271232j),(0.54409492955136-1.72629549907968j),(0.46436066525184-1.76677472698368j),(0.86315773198336-1.50539711021056j),(0.29822596153344-1.6127065325568j)
73,4.984182091073648,(0.48477815963648-1.64206296956928j),(0.39689465626624-1.65603637723136j),(-0.20688031186944-1.02868149338112j),(0.7189410349056-1.534955880448j),(0.45284646191104-1.61079510433792j),(0.42830361788416-1.76027842117632j),(0.70520158552064-1.54530188623872j),(0.65097405825024-1.58598428622848j),(0.66941087645696-1.48130033041408j),(0.74031369814016-1.4578259853312j),(0.48545184874496-1.47473523802112j),(0.87972732993536-1.56853581381632j),(0.41303693852672-1.72265551429632j),(0.77425308336128-1.66064222633984j),(0.31926110912512-1.95192120410112j),(0.61697196818432-1.68233181118464j),(0.43032191696896-1.89807389048832j),(0.92774514819072-1.5284563869696j),(0.33190622265344-1.65890209349632j)
