,Freq (GHz),amp 0.1,amp 0.15,amp 0.2,amp 0.25,amp 0.3,amp 0.35,amp 0.4,amp 0.44999999999999996,amp 0.5,amp 0.5499999999999999,amp 0.6,amp 0.6499999999999999,amp 0.7,amp 0.7499999999999999,amp 0.7999999999999999,amp 0.8499999999999999,amp 0.8999999999999999,amp 0.95,amp 0.9999999999999999
21,4.970128037019589,(0.64323120529408-1.42053761613824j),(0.35282208423936-1.651658194944j),(-0.33401438470144-1.10858701111296j),(0.76931445817344-1.539523477504j),(0.47016520450048-1.62928879730688j),(0.64172805062656-1.61875824214016j),(0.68055128342528-1.48974983970816j),(0.21703251984384-1.46488164352j),(0.19678537711616-1.38119118585856j),(0.11759258697728-1.21265809522688j),(-0.13462472228864-1.1362939961344j),(0.66089937534976-1.5157593899008j),(0.56726111911936-1.54185400057856j),(0.68535728472064-1.55414515679232j),(0.09260963463168-2.01312801128448j),(0.64792446369792-1.7314313404416j),(0.55245770063872-1.82443952832512j),(0.89416076886016-1.49417919250432j),(0.17348174020608-1.44323047849984j)
22,4.97039830728986,(0.3291407712256-1.48195212525568j),(0.32592105570304-1.54891922178048j),(-0.48352016203776-1.01574743425024j),(0.66866521309184-1.50231429677056j),(0.56543324143616-1.59041514897408j),(0.50702323810304-1.65775553855488j),(0.69479199408128-1.5120600137728j),(0.13058894200832-1.3890888925184j),(-0.07502897348608-1.26573952892928j),(-0.11656939700224-1.02242627616768j),(-0.49227606523904-1.093073371136j),(0.41550037909504-1.35003329527808j),(0.441175769088-1.39179346362368j),(0.47631808069632-1.40072615673856j),(0.25841094361088-1.7464880529408j),(0.45526888218624-1.65290675535872j),(0.63752292532224-1.74238367481856j),(0.84105710534656-1.50263860035584j),(0.178105352192-1.76149594374144j)
23,4.97066857756013,(0.45675077173248-1.55121166057472j),(0.20501405630464-1.52474895777792j),(-0.479154143232-0.98066711445504j),(0.50562028535808-1.38757030281216j),(0.29784925011968-1.60825956368384j),(0.35092128858112-1.74838119399424j),(0.87060966801408-1.51183503130624j),(0.19457537736704-1.45488208723968j),(0.05896833335296-1.25033896738816j),(-0.6613689696256-0.99139958341632j),(-0.91592786444288-0.80003555393536j),(0.32990944034816-1.19000516263936j),(-0.18865268457472-1.19601685856256j),(0.23943777878016-1.35453361569792j),(0.04944850583552-1.4958934884352j),(0.56988079751168-1.59958893068288j),(0.51963999813632-1.73055003328512j),(0.83336701673472-1.42684635267072j),(0.32335707766784-1.49918333272064j)
24,4.970938847830401,(0.23331315122176-1.50628982587392j),(-0.13267744325632-1.5552487620608j),(-0.7268955324416-1.02582710173696j),(0.12213492383744-1.37887928549376j),(0.20665738461184-1.5696318693376j),(0.44051218825216-1.63164163407872j),(0.43938127806464-1.420308774912j),(0.06395929821184-1.43496048541696j),(-0.5898672013312-1.04808174321664j),(-1.03831648075776-0.72501220605952j),(-1.59766441623552-0.49299543031808j),(-0.21208942772224-1.01955502342144j),(-0.38077049339904-1.10038370746368j),(-0.14670929854464-1.3590241214464j),(-0.26683327381504-1.3829371068416j),(0.375697440768-1.41293367853056j),(0.56048928948224-1.62307267100672j),(0.78808547852288-1.4383635759104j),(0.19949301006336-1.50635727028224j)
25,4.971209118100671,(-0.13321512157184-1.52778546610176j),(-0.17391631204352-1.45470911414272j),(-1.05383414726656-1.10842091667456j),(0.04305463803904-1.1466098868224j),(0.03785408380928-1.71985606803456j),(0.29611085791232-1.51946061152256j),(0.524252348416-1.47277314260992j),(0.03474115526656-1.23224968921088j),(-0.65712366288896-0.94002179211264j),(-1.30233021759488-0.60243954368512j),(-2.43866112360448-0.19027720142848j),(-0.44409638879232-0.81852547203072j),(-0.88232108752896-0.90468419371008j),(-0.37356702793727997-1.00458051928064j),(-0.3148373557248-1.45291797856256j),(0.35370578214912-1.38161162289152j),(0.4416568557568-1.57857563541504j),(0.6402611347456-1.34898237046784j),(0.19444285833216-1.41446795493376j)
26,4.971479388370941,(-0.14826722033664-1.4657825800192j),(-0.45121240301568-1.26315097227264j),(-1.67790094843904-0.92093653450752j),(-0.13269028831232-1.19368474165248j),(-0.0392398897152-1.37971260981248j),(0.15657345220608-1.54804932313088j),(0.67601896046592-1.5277265780736j),(0.08574337548288-1.2617057828864j),(-0.9994422452224-0.87753454780416j),(-1.70603214536704-0.45400295735296j),(-2.68517479809024-0.04128224837632j),(-0.66261732032512-0.68079581134848j),(-1.02722053341184-0.8173532479488j),(-0.47762020237312-1.03127650926592j),(-0.45193462022144-1.28568470274048j),(0.23726416461824-1.4139351105536j),(0.39260652568576-1.59368905490432j),(0.62715947122688-1.36778669359104j),(0.06346534027264-1.432484839424j)
27,4.971749658641212,(-0.63468052938752-1.47081138274304j),(-0.82674437849088-1.1910682509312j),(-1.80869595660288-0.867201712128j),(-0.55466050715648-1.0205018456064j),(-0.44829459349504-1.3632037453824j),(0.28873334980608-1.56477838852096j),(0.78839837360128-1.57650583027712j),(0.16455532806144-1.40821726756864j),(-0.80368686333952-0.86972768976896j),(-1.97457380114432-0.4115092471808j),(-2.71039246368768-0.00384229507072j),(-0.89897566208-0.62655532367872j),(-1.03651460775936-0.76667288551424j),(-0.5688558354432-0.86097661001728j),(-0.49768671739904-1.18477058736128j),(0.16238555168768-1.40897677213696j),(0.44695350673408-1.67266561818624j),(0.82614845177856-1.50398480416768j),(0.06711382376448-1.58312477753344j)
28,4.9720199289114815,(-0.8813713293312-1.4563890167808j),(-1.48019638960128-1.00464636985344j),(-2.7301488099328-0.78635474092032j),(-0.7642634256384-0.9236767571968j),(-0.65791487639552-1.15040321536j),(0.1840395583488-1.51547283505152j),(0.77689155223552-1.58701491060736j),(0.34201059459072-1.3306202947584j),(-0.4529430986752-1.01313522171904j),(-1.64372441726976-0.4570610663424j),(-2.80359174406144+0.00455972552704j),(-0.8016338354176-0.75611615789056j),(-1.15547236728832-0.66966861643776j),(-0.80257310785536-0.91609228115968j),(-0.49584847978496-1.244779249664j),(0.34319561129984-1.46519655186432j),(0.62797891239936-1.6958485430272j),(0.80679207436288-1.43154799968256j),(0.22763513315328-1.52864496287744j)
29,4.972290199181752,(-1.47231546015744-1.43614915117056j),(-1.59457321418752-0.676129144832j),(-3.7154034024448-0.71435800281088j),(-2.02558006099968-0.44242164514816j),(-1.13599569723392-0.86518853009408j),(-0.12434976800768-1.44564622983168j),(0.68757279997952-1.55124924153856j),(0.60873766862848-1.57153826439168j),(-0.33183391285248-1.16788012515328j),(-1.52467698352128-0.5037214400512j),(-2.70488634916864-0.10303418925056j),(-0.79605146845184-0.71295844745216j),(-1.44216143429632-0.52511775916032j),(-1.0769328504832-0.7245945372672j),(-0.87043015180288-0.91143417102336j),(0.0742590251008-1.3389971587072j),(0.16164321230848-1.6489184755712j),(0.89022407901184-1.59050390044672j),(0.43897111707648-1.6204165021696j)
30,4.972560469452023,(-1.63352001118208-1.43929655689216j),(-2.28931252781056-0.40353679802368j),(-4.98099034259456-0.64620295356416j),(-2.63175010254848-0.11741944610816j),(-1.97288383217664-0.49499514863616j),(-0.62204409806848-1.2980842397696j),(0.5012370279628799-1.51622176997376j),(0.70741835907072-1.60852632141824j),(-0.10939669676032-1.30149135679488j),(-1.22547555270656-0.67863574478848j),(-2.68756538359808-0.1340398895104j),(-0.91043307454464-0.62529048936448j),(-1.4475935612928-0.47648123912192j),(-1.17916699721728-0.74437084839936j),(-1.17708586745856-0.99008416579584j),(-0.14108258729984-1.19293245128704j),(0.10292564066304-1.52370960924672j),(0.63783355547648-1.3461618688j),(0.37227560173568-1.6554808836096j)
31,4.972830739722293,(-2.35500539478016-1.414940065792j),(-2.74972731768832-0.12865300856832j),(-5.69447098089472-0.36156624338944j),(-3.96430145486848+0.42720924008448j),(-2.82348935446528-0.17769215033344j),(-1.33394209964032-0.96235595759616j),(0.12105043410944-1.34630103580672j),(0.78580302217216-1.54168387960832j),(0.28370551177216-1.41583194259456j),(-1.0110776639488-0.74890547822592j),(-2.65875068289024-0.04495851913216j),(-1.13364730642432-0.46734763884544j),(-2.13068109840384-0.2825014738944j),(-1.78314174005248-0.37943867604992j),(-1.54979583131648-0.65200543760384j),(-0.67014697680896-0.98544811769856j),(-0.0850237325312-1.19334298976256j),(0.40733058793472-1.285254283264j),(0.37146991788032-1.61948083683328j)
32,4.973101009992563,(-3.4044259598336-1.45546475995136j),(-3.63903485739008+0.19001797246976j),(-7.10261358985216-0.09331250561024j),(-5.14156541247488+0.82879522537472j),(-3.7368346181632+0.23975425998848j),(-1.87126893248512-0.52739950247936j),(-0.32216184782848-1.26861698924544j),(0.56712040022016-1.51320992415744j),(0.358206144512-1.410548629504j),(-0.71079938752512-0.83532433063936j),(-2.88085535358976-0.06352925097984j),(-1.26732715687936-0.46552919834624j),(-2.54627169697792-0.02973032251392j),(-2.27707891744768-0.102045843456j),(-2.18297215746048-0.23174328614912j),(-1.42492385148928-0.6121270018048j),(-0.5838089486336-0.88064974127104j),(0.05642709368832-1.12295392837632j),(0.17385198190592-1.50712684118016j)
33,4.973371280262834,(-3.41129723641856-1.42319932145664j),(-4.6497852817408+0.47497258991616j),(-8.79039749292032+0.05052369993728j),(-6.0284496510976+1.28274936102912j),(-4.74964058701824+0.78646756769792j),(-2.6508940804096-0.32649129230336j),(-0.69991571390464-1.10179215474688j),(0.43250060623872-1.43435113693184j),(0.29273580634112-1.30718025908224j),(-0.93593595281408-0.78241796718592j),(-3.21723987656704+0.10371652911104j),(-1.43442915098624-0.40617707044864j),(-2.72485341724672+0.16812465979392j),(-2.80272603971584+0.17477239046144j),(-2.568566603776-0.00973387071488j),(-1.69479694712832-0.46956432850944j),(-0.66308586602496-0.91904272236544j),(-0.10521518538752-0.98116028071936j),(-0.26995912081408-1.53640979398656j)
34,4.973641550533104,(-4.28547239837696-1.3382287622144j),(-4.64078631862272+0.66142353752064j),(-10.00234398253056+0.15373331070976j),(-6.7021320486912+1.60233435430912j),(-5.37370906591232+1.0498946891776j),(-3.34585602768896+0.0631404232704j),(-1.10735657009152-1.01736752611328j),(0.32752621584384-1.43180385222656j),(0.13201570791424-1.27229279338496j),(-1.20366768848896-0.6958526496768j),(-3.60068449042432+0.30498216738816j),(-1.91574013116416-0.13446274875392j),(-3.12847632433152+0.33659954397184j),(-3.02049816215552+0.3502843625472j),(-3.00286430150656+0.27974904578048j),(-1.60324619599872-0.45034443374592j),(-0.68233772138496-1.0124349407232j),(-0.07199042568192-1.10408937504768j),(-0.04327471316992-1.23593564356608j)
35,4.973911820803374,(-5.10117191614464-1.13114875953152j),(-5.1023154511872+0.87648773341184j),(-10.38390686384128+0.20946788286464j),(-7.43852365316096+1.89609518563328j),(-5.61980398108672+1.10926942437376j),(-3.41357222690816+0.01433882984448j),(-0.66695024607232-1.0181752651776j),(0.51281276174336-1.49342857986048j),(0.32320620855296-1.38785517993984j),(-1.4497628553216-0.64439667654656j),(-3.57191391379456+0.34656250494976j),(-1.90476900630528-0.104300544j),(-3.3307840479232+0.36716488425472j),(-2.9036713607168+0.13126349094912j),(-2.7065113903104-0.03656155922432j),(-1.5572829995008-0.54702943240192j),(-0.63251521994752-1.00933568561152j),(0.08890473250816-1.13919528009728j),(0.19937229799424-1.45219035070464j)
36,4.9741820910736445,(-4.75824528556032-1.21992892121088j),(-5.37108611596288+1.01420216877056j),(-11.10165629698048+0.13301111062528j),(-7.98408986066944+1.98946106376192j),(-6.02721887453184+1.43579146092544j),(-3.30830861828096+0.06375455326208j),(-0.86638533279744-1.0470396264448j),(0.66428271067136-1.53555130384384j),(0.19189771272192-1.27332517937152j),(-1.6501685459353599-0.45606005374976j),(-4.134921043968+0.58688077299712j),(-2.29573736267776+0.0205532233728j),(-3.4416244031488+0.51313131913216j),(-3.00484032200704+0.25131019665408j),(-2.44705191264256+0.02774235348992j),(-1.43676772712448-0.62259812368384j),(-0.52495707537408-1.11645737091072j),(0.34698881400832-1.23975220854784j),(0.192229670912-1.617755635712j)
